Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_303.jpg;0;0;1;0;99.66999;85.58897;0.0001901885;56.82556;-1.398996E-07
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_343.jpg;0;0;0;0;99.66999;85.58897;0.0001888023;56.82556;-7.198504E-07
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_410.jpg;0;0;0;0;99.66999;85.58897;0.0001895988;56.82556;-1.150737E-06
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_477.jpg;0;0;0;0;99.66999;85.58897;0.0001913462;56.82556;-1.409702E-06
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_543.jpg;0;0;0;0;99.66999;85.58897;0.000193764;56.82556;-1.301987E-06
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_610.jpg;0;0;0;0;99.66999;85.58897;0.0001979553;56.82556;-1.167073E-06
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_677.jpg;0;0;0;0;99.66999;85.58897;0.0002013393;56.82556;-9.385765E-07
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_743.jpg;0;0;0;0;99.66999;85.58897;0.000205189;56.82556;-4.043296E-07
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_810.jpg;0;0;0;0;99.66999;85.58897;0.0002110516;56.82556;-2.726797E-07
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_877.jpg;0;0;0;0;99.66999;85.58897;0.0002156064;56.82556;1.375188E-07
/Users/hjy/IMG/robocam_2022_03_27_17_35_45_943.jpg;0;0;0;0;99.66999;85.58897;0.0002198695;56.82556;4.051829E-07
/Users/hjy/IMG/robocam_2022_03_27_17_35_46_010.jpg;0;0;0;0;99.66999;85.58897;0.0002259933;56.82556;7.816531E-07
/Users/hjy/IMG/robocam_2022_03_27_17_35_46_077.jpg;0;0;0;0;99.66999;85.58897;0.0002306656;56.82556;1.171183E-06
/Users/hjy/IMG/robocam_2022_03_27_17_35_46_143.jpg;0;0;0;0;99.66999;85.58897;0.0002351942;56.82556;1.295212E-06
/Users/hjy/IMG/robocam_2022_03_27_17_35_46_191.jpg;0;0;0;0;99.66999;85.58897;0.0002389916;56.82556;1.257133E-06
/Users/hjy/IMG/robocam_2022_03_27_17_35_46_257.jpg;0;0;0.243909;-0.01046359;99.67055;85.58982;0.02144708;56.82565;4.463136E-06
