Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_15_970.jpg;0;0;1;0;99.66999;85.58897;0.0002459206;56.82556;4.258121E-07
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_15_981.jpg;0;0;0;0;99.66999;85.58897;0.0002370483;56.82556;6.78273E-07
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_038.jpg;0;0;0;0;99.66999;85.58897;0.0002355859;56.82556;3.540237E-07
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_105.jpg;0;0;0;0;99.66999;85.58897;0.0002346654;56.82556;7.982633E-08
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_173.jpg;0;0;0;0;99.66999;85.58897;0.0002331834;56.82556;1.951592E-07
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_238.jpg;0;0;0;0;99.66999;85.58897;0.0002321366;56.82556;7.185281E-07
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_305.jpg;0;0;0;0;99.66999;85.58897;0.0002310747;56.82556;1.293043E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_372.jpg;0;0;0;0;99.66999;85.58897;0.0002302782;56.82556;1.723929E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_438.jpg;0;0;0;0;99.66999;85.58897;0.0002296602;56.82556;1.929582E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_505.jpg;0;0;0;0;99.66999;85.58897;0.0002294556;56.82556;1.868653E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_572.jpg;0;0;0;0;99.66999;85.58897;0.0002294708;56.82556;1.817513E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_638.jpg;0;0;0;0;99.66999;85.58897;0.0002295165;56.82556;1.664087E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_705.jpg;0;0;0;0;99.66999;85.58897;0.0002297668;56.82556;1.571598E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_772.jpg;0;0;0;0;99.66999;85.58897;0.0002298386;56.82556;1.704342E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_838.jpg;0;0;0;0;99.66999;85.58897;0.0002298952;56.82556;1.888233E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_904.jpg;0;0;0;0;99.66999;85.58897;0.0002301563;56.82556;2.133053E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_16_970.jpg;0;0;0;0;99.66999;85.58897;0.0002305502;56.82556;2.306059E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_037.jpg;0;0;0;0;99.66999;85.58897;0.0002308571;56.82556;2.39746E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_107.jpg;0;0;0;0;99.66999;85.58897;0.0002315164;56.82556;2.426837E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_172.jpg;0;0;0;0;99.66999;85.58897;0.0002319451;56.82556;2.109115E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_237.jpg;0;0;0;0;99.66999;85.58897;0.0002324609;56.82556;1.872991E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_307.jpg;0;0;0.198054;-0.01094069;99.66969;85.58849;359.9877;56.82117;-2.345376E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_372.jpg;0;0;0.4004709;0;99.66969;85.58849;359.9889;56.82118;5.911382E-07
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_439.jpg;0;0;0.5996604;0;99.66969;85.58849;359.9901;56.82117;2.236299E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_506.jpg;0;0;0.8006523;0;99.66967;85.58849;359.9919;56.82117;4.749261E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_570.jpg;0;0;1;0;99.66966;85.58848;359.9934;56.82116;6.327387E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_639.jpg;0;0;1;0;99.66965;85.58848;-0.005127625;56.82116;7.668298E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_704.jpg;0;0;1;0;99.66964;85.58848;-0.003658992;56.82116;8.770909E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_771.jpg;0;0;1;0;99.66963;85.58848;-0.001754945;56.82115;9.721608E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_839.jpg;0;0;1;0;99.66962;85.58847;-0.0003996785;56.82115;0.000101529
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_905.jpg;0;0;1;0;99.66961;85.58847;0.0008692377;56.82114;0.0001033908
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_17_971.jpg;0;0;1;0;99.66962;85.58846;0.002396043;56.82114;0.0001026833
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_039.jpg;0;0;1;0;99.66962;85.58846;0.003398888;56.82115;9.944283E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_107.jpg;0;0;1;0;99.66963;85.58844;0.004527184;56.82115;9.337555E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_172.jpg;0;0;1;0;99.66964;85.58845;0.005207866;56.82116;8.64181E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_238.jpg;0;0;1;0;99.66965;85.58846;0.005743729;56.82116;7.852195E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_306.jpg;0;0;1;0;99.66965;85.58846;0.006233516;56.82116;6.680914E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_371.jpg;0;0;1;0;99.66965;85.58846;0.006436463;56.82116;5.728162E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_439.jpg;0;0;0;0;99.66965;85.58847;0.006505862;56.82116;4.711065E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_503.jpg;0;0;0;0;99.66965;85.58846;0.006449632;56.82116;3.737448E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_571.jpg;0;0;0;0;99.66965;85.58846;0.006197243;56.82116;2.40993E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_639.jpg;0;0;0;0;99.66965;85.58846;0.005890817;56.82116;1.46587E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_704.jpg;0;0;0;0;99.66965;85.58846;0.005497683;56.82116;5.834051E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_772.jpg;0;0;0;0;99.66964;85.58844;0.004863788;56.82116;-4.839684E-06
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_838.jpg;0;0;0;0;99.66963;85.58843;0.004323771;56.82116;-1.215616E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_904.jpg;0;0;0;0;99.66963;85.58842;0.003744573;56.82116;-1.878417E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_18_970.jpg;0;0;0;0;99.66962;85.58842;0.002935224;56.82116;-2.549263E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_038.jpg;0;0.1015617;0;0;99.67;85.589;0.01820277;56.82285;-2.853263E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_106.jpg;0;0.3038163;0;0.0233426;99.6713;85.59097;0.06705135;56.78521;-1.65252E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_172.jpg;0;0.5040324;0;0.02781316;99.67305;85.59365;0.1302483;56.77409;-8.873599E-05
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_239.jpg;0;0.7039047;0;0.05589694;99.67625;85.59853;0.2429537;56.9104;-0.0007400283
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_303.jpg;0;0.9006031;0;0.09633806;99.68079;85.60548;0.3957742;56.9199;-0.0008464033
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_370.jpg;0;1;0;0.1372907;99.69035;85.62013;0.6776624;56.93356;0.000342067
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_438.jpg;0;1;0;0.1893425;99.69953;85.63412;0.912553;56.83586;-0.0005338095
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_502.jpg;0;1;0;0.2693563;99.71117;85.65174;1.185966;56.72905;-0.0008075761
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_573.jpg;0;1;0;0.3112018;99.72601;85.67455;1.296843;56.67282;-0.002071919
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_637.jpg;0;1;0;0.3685153;99.7375;85.69254;1.17042;56.52424;0.0005007627
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_705.jpg;0;1;0;0.4430451;99.75145;85.71356;1.08745;56.49001;-0.0006978188
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_771.jpg;0;1;0;0.4931074;99.7733;85.74638;1.07012;56.34814;0.001116717
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_839.jpg;0;1;0;0.5424344;99.79246;85.77496;1.127465;56.28895;0.0002837212
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_905.jpg;0;1;0;0.6126347;99.81364;85.80652;1.22092;56.31129;-0.0009199097
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_19_971.jpg;0;1;0;0.6539062;99.84294;85.85028;1.230442;56.23719;-0.001795847
C:\Users\czyji\Desktop\New folder\IMG\robocam_2022_03_28_13_51_20_038.jpg;0;1;0;0.7022249;99.86673;85.88568;1.194672;56.23912;-0.0006993393
