Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
robocam_2022_03_29_20_57_00_355.jpg,0,0,1,0,99.7114,85.63765,0.000233916,49.63014,-2.01E-06
robocam_2022_03_29_20_57_00_379.jpg,0,0,0,0,99.7114,85.63765,0.000233916,49.63014,-2.01E-06
robocam_2022_03_29_20_57_00_422.jpg,0,0,0,0,99.7114,85.63765,0.000233916,49.63014,-2.01E-06
robocam_2022_03_29_20_57_00_473.jpg,0,0,0,0,99.7114,85.63765,0.000233916,49.63014,-2.01E-06
robocam_2022_03_29_20_57_00_522.jpg,0,0,0,0,99.7114,85.63765,0.000233916,49.63014,-2.01E-06
robocam_2022_03_29_20_57_00_588.jpg,0,0,0,0,99.7114,85.63765,0.000233916,49.63014,-2.01E-06
robocam_2022_03_29_20_57_00_637.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_00_688.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_00_739.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_00_787.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_00_837.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_00_888.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_00_956.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_006.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_055.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_105.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_169.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_221.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_271.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_321.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_371.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_421.jpg,0,0,0,0,99.7114,85.63765,0.000234016,49.63014,-1.98E-06
robocam_2022_03_29_20_57_01_487.jpg,0,0.1160535,0,0,99.71149,85.63776,0.003248058,49.62735,-3.32E-06
robocam_2022_03_29_20_57_01_553.jpg,0,0.3030009,0,0.0146307,99.71203,85.63837,0.02078633,49.61581,-1.56E-05
robocam_2022_03_29_20_57_01_604.jpg,0,0.4496877,0,0.0330617,99.71429,85.64104,0.09460098,49.47773,0.000256756
robocam_2022_03_29_20_57_01_654.jpg,0,0.6494401,0,0.05386733,99.71678,85.64397,0.1733579,49.45794,0.000318599
robocam_2022_03_29_20_57_01_720.jpg,0,0.8008168,0,0.08625065,99.72376,85.65213,0.3798561,49.34105,0.000883008
robocam_2022_03_29_20_57_01_770.jpg,0,1,0,0.1025737,99.7283,85.65739,0.4962114,49.35139,-0.00045173
robocam_2022_03_29_20_57_01_836.jpg,0,1,0,0.1781147,99.73765,85.66818,0.7189649,49.19443,0.000335186
robocam_2022_03_29_20_57_01_887.jpg,0,1,0,0.1912394,99.74895,85.68123,0.9571764,49.12565,0.000273833
robocam_2022_03_29_20_57_01_936.jpg,0,1,0,0.2578099,99.75813,85.69172,1.137401,48.93876,0.00151975
robocam_2022_03_29_20_57_01_987.jpg,0,1,0,0.3069892,99.77194,85.70756,1.317559,48.85269,-0.001590707
robocam_2022_03_29_20_57_02_053.jpg,0,1,0,0.3472788,99.78543,85.72316,1.261682,48.95711,-0.003147586
