Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
robocam_2022_03_27_14_37_49_754.jpg,0,0,1,0,99.66999,85.58897,0.00023606,56.82556,-1.17E-07
robocam_2022_03_27_14_37_49_804.jpg,0,0,0,0,99.66999,85.58897,0.000236015,56.82556,3.63E-08
robocam_2022_03_27_14_37_49_846.jpg,0,0,0,0,99.66999,85.58897,0.000236076,56.82556,-1.68E-07
robocam_2022_03_27_14_37_49_890.jpg,0,0,0,0,99.66999,85.58897,0.00023603,56.82556,-1.48E-08
robocam_2022_03_27_14_37_49_938.jpg,0,0,0,0,99.66999,85.58897,0.000236076,56.82556,-1.68E-07
robocam_2022_03_27_14_37_49_992.jpg,0,0,0,0,99.66999,85.58897,0.00023603,56.82556,-1.48E-08
robocam_2022_03_27_14_37_50_033.jpg,0,0,0,0,99.66999,85.58897,0.000236045,56.82556,-6.60E-08
robocam_2022_03_27_14_37_50_104.jpg,0,0,0,0,99.66999,85.58897,0.000236045,56.82556,-6.60E-08
robocam_2022_03_27_14_37_50_155.jpg,0,0,0,0,99.66999,85.58897,0.000236015,56.82556,3.63E-08
robocam_2022_03_27_14_37_50_234.jpg,0,0,0,0,99.66999,85.58897,0.000236045,56.82556,-6.60E-08
robocam_2022_03_27_14_37_50_284.jpg,0,0,0,0,99.66999,85.58897,0.000236015,56.82556,3.63E-08
robocam_2022_03_27_14_37_50_330.jpg,0,0,0,0,99.66999,85.58897,0.00023606,56.82556,-1.17E-07
robocam_2022_03_27_14_37_50_377.jpg,0,0,0,0,99.66999,85.58897,0.00023603,56.82556,-1.48E-08
robocam_2022_03_27_14_37_50_422.jpg,0,0,0,0,99.66999,85.58897,0.000236076,56.82556,-1.68E-07
robocam_2022_03_27_14_37_50_470.jpg,0,0,0,0,99.66999,85.58897,0.000235943,56.82556,-9.64E-08
robocam_2022_03_27_14_37_50_539.jpg,0,0,0,0,99.66999,85.58897,0.000235886,56.82556,-2.80E-07
robocam_2022_03_27_14_37_50_603.jpg,0,0,0,0,99.66999,85.58897,0.00023583,56.82556,-4.64E-07
robocam_2022_03_27_14_37_50_673.jpg,0,0,0,0,99.66999,85.58897,0.00023583,56.82556,-4.64E-07
robocam_2022_03_27_14_37_50_725.jpg,0,0,0,0,99.66999,85.58897,0.00023586,56.82556,-5.67E-07
