Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_43_533.jpg;0;0;1;0;99.66998;85.58897;0.0002352133;37.25809;-3.01425E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_43_589.jpg;0;0;0;0;99.66998;85.58897;0.0002350221;37.25809;-3.96233E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_43_657.jpg;0;0;0;0;99.66998;85.58897;0.0002348064;37.25809;-6.818686E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_43_724.jpg;0;0;0;0;99.66998;85.58897;0.0002345677;37.25809;-6.810609E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_43_790.jpg;0;0;0;0;99.66998;85.58897;0.0002348064;37.25809;-6.818686E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_43_856.jpg;0;0;0;0;99.66998;85.58897;0.000234544;37.25809;-6.332498E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_43_923.jpg;0;0;0;0;99.66998;85.58897;0.0002348538;37.25809;-7.774843E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_43_990.jpg;0;0;0;0;99.66998;85.58897;0.0002346151;37.25809;-7.766766E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_056.jpg;0;0;0;0;99.66998;85.58897;0.0002347827;37.25809;-6.340575E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_123.jpg;0;0;0;0;99.66998;85.58897;0.0002344239;37.25809;-8.714846E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_190.jpg;0;0;0;0;99.66998;85.58897;0.0002345203;37.25809;-5.854452E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_257.jpg;2.024882;0;0;0;99.66998;85.58897;0.000233696;37.50108;-1.666836E-06
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_324.jpg;6.01764;0;0;0;99.66998;85.58897;0.000232907;38.46465;-5.246273E-06
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_390.jpg;10.01796;0;0;0;99.66998;85.58897;0.0002328675;40.02951;-1.122692E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_457.jpg;10.0101;0;0;0;99.66998;85.58897;0.0002309306;42.6716;-2.027208E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_524.jpg;6.017525;0;0;0;99.66998;85.58897;0.0002312856;43.87396;-2.296885E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_590.jpg;10.02372;0;0;0;99.66998;85.58897;0.0002316544;45.43763;-2.577659E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_657.jpg;14.01084;0;0;0;99.66998;85.58897;0.0002302351;48.56165;-3.340411E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_723.jpg;12.98778;0;0;0;99.66998;85.58897;0.0002291812;51.02014;-3.719093E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_789.jpg;8.994598;0;0;0;99.66998;85.58897;0.0002286082;52.87901;-3.801259E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_856.jpg;4.98456;0;0;0;99.66998;85.58897;0.0002300705;54.31671;-3.284823E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_924.jpg;0.9837627;0;0;0;99.66998;85.58897;0.000231197;54.61384;-2.644872E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_44_990.jpg;0;0;0;0;99.66998;85.58897;0.0002339366;54.61384;-1.818139E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_056.jpg;0;0;0;0;99.66998;85.58897;0.0002380847;54.61384;-8.008498E-06
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_123.jpg;0;0;0;0;99.66998;85.58897;0.0002405225;54.61384;-9.016759E-07
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_189.jpg;0;0;0;0;99.66998;85.58897;0.0002426713;54.61384;6.056984E-06
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_257.jpg;0;0;0;0;99.66998;85.58897;0.000244748;54.61384;1.394475E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_323.jpg;0;0;0;0;99.66998;85.58897;0.0002466512;54.61384;1.886467E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_390.jpg;0;0;0;0;99.66998;85.58897;0.0002477645;54.61384;2.27485E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_457.jpg;0;0;0;0;99.66998;85.58898;0.0002489192;54.61384;2.720558E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_523.jpg;0;0;0;0;99.66998;85.58898;0.0002495112;54.61384;2.99149E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_590.jpg;0;0;0;0;99.66998;85.58898;0.0002494313;54.61384;3.156973E-05
/Users/benjaminlee/Desktop/SPRING 2022/ME592/HW3/IMG/robocam_2022_03_27_22_22_45_657.jpg;0;0;0;0;99.66998;85.58898;0.0002493059;54.61384;3.231388E-05
